CP,Estado,Municipio,Tipo de Asentamiento,Asentamiento,Clave de Oficina
6900,Ciudad de México,Cuauhtémoc,Colonia,Nonoalco Tlatelolco,6401
6920,Ciudad de México,Cuauhtémoc,Colonia,San Simón Tolnáhuac,6401
7000,Ciudad de México,Gustavo A. Madero,Colonia,Aragón la Villa,7001
7010,Ciudad de México,Gustavo A. Madero,Colonia,Rosas del Tepeyac,7001
7010,Ciudad de México,Gustavo A. Madero,Colonia,Santa Isabel Tola,7001
7010,Ciudad de México,Gustavo A. Madero,Colonia,Tepetates,7001
7020,Ciudad de México,Gustavo A. Madero,Colonia,Tepeyac Insurgentes,7001
7040,Ciudad de México,Gustavo A. Madero,Pueblo,Santiago Atzacoalco,7001
7050,Ciudad de México,Gustavo A. Madero,Colonia,Villa Gustavo A. Madero,7001
7058,Ciudad de México,Gustavo A. Madero,Colonia,15 de Agosto,7001
7060,Ciudad de México,Gustavo A. Madero,Colonia,Estanzuela,7001
7069,Ciudad de México,Gustavo A. Madero,Colonia,Triunfo de La República,7001
7070,Ciudad de México,Gustavo A. Madero,Colonia,La Cruz,7001
7070,Ciudad de México,Gustavo A. Madero,Colonia,Dinamita,7001
7070,Ciudad de México,Gustavo A. Madero,Colonia,Martín Carrera,7001
7080,Ciudad de México,Gustavo A. Madero,Colonia,Gabriel Hernández,7001
7089,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Gabriel Hernández,7001
7090,Ciudad de México,Gustavo A. Madero,Colonia,C.T.M. Atzacoalco,7001
7090,Ciudad de México,Gustavo A. Madero,Colonia,C.T.M. El Risco,7001
7100,Ciudad de México,Gustavo A. Madero,Colonia,Cuautepec Barrio Alto,7201
7100,Ciudad de México,Gustavo A. Madero,Colonia,San Miguel,7201
7109,Ciudad de México,Gustavo A. Madero,Colonia,San Antonio,7201
7110,Ciudad de México,Gustavo A. Madero,Colonia,Lomas de Cuautepec,7201
7119,Ciudad de México,Gustavo A. Madero,Colonia,Malacates,7201
7119,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Malacates,7201
7130,Ciudad de México,Gustavo A. Madero,Colonia,Compositores Mexicanos,7201
7130,Ciudad de México,Gustavo A. Madero,Colonia,El Tepetatal,7201
7140,Ciudad de México,Gustavo A. Madero,Colonia,Arboledas,7201
7140,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Arboledas,7201
7140,Ciudad de México,Gustavo A. Madero,Colonia,Forestal,7201
7140,Ciudad de México,Gustavo A. Madero,Colonia,Forestal I,7201
7144,Ciudad de México,Gustavo A. Madero,Colonia,Forestal II,7201
7144,Ciudad de México,Gustavo A. Madero,Colonia,La Lengüeta,7201
7149,Ciudad de México,Gustavo A. Madero,Colonia,Parque Metropolitano,7201
7150,Ciudad de México,Gustavo A. Madero,Colonia,Juventino Rosas,7201
7150,Ciudad de México,Gustavo A. Madero,Colonia,La Casilda,7201
7160,Ciudad de México,Gustavo A. Madero,Colonia,Loma La Palma,7201
7164,Ciudad de México,Gustavo A. Madero,Colonia,Luis Donaldo Colosio,7201
7164,Ciudad de México,Gustavo A. Madero,Colonia,Tlacaélel,7201
7164,Ciudad de México,Gustavo A. Madero,Colonia,Graciano Sánchez,7201
7164,Ciudad de México,Gustavo A. Madero,Colonia,Prados de Cuautepec,7201
7170,Ciudad de México,Gustavo A. Madero,Colonia,Palmatitla,7201
7180,Ciudad de México,Gustavo A. Madero,Colonia,Cocoyotes,7201
10369,Ciudad de México,La Magdalena Contreras,Colonia,Ampliación Lomas de San Bernabé,10021
10369,Ciudad de México,La Magdalena Contreras,Colonia,Tierra Unida,10021
10370,Ciudad de México,La Magdalena Contreras,Colonia,Palmas,10021
10378,Ciudad de México,La Magdalena Contreras,Colonia,Atacaxco,10021
10379,Ciudad de México,La Magdalena Contreras,Colonia,Vista Hermosa,10021
10380,Ciudad de México,La Magdalena Contreras,Colonia,Barros Sierra,10021
10400,Ciudad de México,La Magdalena Contreras,Colonia,San Jerónimo Aculco,10701
10500,Ciudad de México,La Magdalena Contreras,Colonia,Barrio San Francisco,10581
10580,Ciudad de México,La Magdalena Contreras,Colonia,Barranca Seca,10581
10600,Ciudad de México,La Magdalena Contreras,Colonia,El Rosal,10581
10610,Ciudad de México,La Magdalena Contreras,Colonia,El Toro,10581
10620,Ciudad de México,La Magdalena Contreras,Colonia,Potrerillo,10581
10630,Ciudad de México,La Magdalena Contreras,Campamento,El Ocotal,10581
10640,Ciudad de México,La Magdalena Contreras,Colonia,La Carbonera,10581
10640,Ciudad de México,La Magdalena Contreras,Colonia,Pueblo Nuevo Alto,10581
10640,Ciudad de México,La Magdalena Contreras,Colonia,Pueblo Nuevo Bajo,10581
10660,Ciudad de México,La Magdalena Contreras,Colonia,El Ermitaño,10581
10700,Ciudad de México,La Magdalena Contreras,Colonia,Héroes de Padierna,10701
10710,Ciudad de México,La Magdalena Contreras,Colonia,Santa Teresa,10901
10800,Ciudad de México,La Magdalena Contreras,Colonia,La Cruz,10581
10810,Ciudad de México,La Magdalena Contreras,Colonia,San Francisco,10581
10820,Ciudad de México,La Magdalena Contreras,Colonia,La Guadalupe,10901
10830,Ciudad de México,La Magdalena Contreras,Colonia,La Concepción,10901
10840,Ciudad de México,La Magdalena Contreras,Barrio,Las Calles,10901
10840,Ciudad de México,La Magdalena Contreras,Barrio,Plazuela del Pedregal,10901
10900,Ciudad de México,La Magdalena Contreras,Pueblo,San Nicolás Totolapan,10901
10910,Ciudad de México,La Magdalena Contreras,Pueblo,La Magdalena,10581
10920,Ciudad de México,La Magdalena Contreras,Colonia,Las Huertas,10901
10926,Ciudad de México,La Magdalena Contreras,Campamento,Tierra Colorada,10901
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec I Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec VIII Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec II Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec III Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec IV Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec V Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec VI Sección,11801
11000,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Chapultepec VII Sección,11801
11040,Ciudad de México,Miguel Hidalgo,Colonia,Molino del Rey,11801
11100,Ciudad de México,Miguel Hidalgo,Equipamiento,Bosque de Chapultepec II Sección,11801
11100,Ciudad de México,Miguel Hidalgo,Equipamiento,Bosque de Chapultepec III Sección,11801
11200,Ciudad de México,Miguel Hidalgo,Colonia,Lomas Hermosa,11411
11200,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Sotelo,11411
11210,Ciudad de México,Miguel Hidalgo,Pueblo,San Lorenzo Tlaltenango,11411
11220,Ciudad de México,Miguel Hidalgo,Colonia,Periodista,11411
11230,Ciudad de México,Miguel Hidalgo,Colonia,Argentina Poniente,11411
11240,Ciudad de México,Miguel Hidalgo,Colonia,Ignacio Manuel Altamirano,11411
11250,Ciudad de México,Miguel Hidalgo,Colonia,10 de Abril,11411
15870,Ciudad de México,Venustiano Carranza,Colonia,Aarón Sáenz,15001
15900,Ciudad de México,Venustiano Carranza,Colonia,Jardín Balbuena,15001
15960,Ciudad de México,Venustiano Carranza,Colonia,Del Parque,15001
15970,Ciudad de México,Venustiano Carranza,Colonia,Aeronáutica Militar,15001
15980,Ciudad de México,Venustiano Carranza,Colonia,24 de Abril,15001
15990,Ciudad de México,Venustiano Carranza,Colonia,Álvaro Obregón,15001
16000,Ciudad de México,Xochimilco,Barrio,La Concepción Tlacoapa,16001
16000,Ciudad de México,Xochimilco,Barrio,San Antonio,16001
16000,Ciudad de México,Xochimilco,Barrio,San Juan,16001
16010,Ciudad de México,Xochimilco,Colonia,Bosque Residencial del Sur,16001
16010,Ciudad de México,Xochimilco,Colonia,Las Peritas,16001
16010,Ciudad de México,Xochimilco,Colonia,Paseos del Sur,16001
16010,Ciudad de México,Xochimilco,Colonia,San Bartolo El Chico,16001
16020,Ciudad de México,Xochimilco,Colonia,San Juan Tepepan,16001
16020,Ciudad de México,Xochimilco,Pueblo,Santa María Tepepan,16001
16029,Ciudad de México,Xochimilco,Colonia,Ampliación Tepepan,16001
16030,Ciudad de México,Xochimilco,Colonia,Huichapan,16001
16030,Ciudad de México,Xochimilco,Colonia,La Noria,16001
16030,Ciudad de México,Xochimilco,Colonia,Potrero de San Bernardino,16001
16030,Ciudad de México,Xochimilco,Colonia,Ampliación La Noria,16001
16034,Ciudad de México,Xochimilco,Barrio,18,16001
16035,Ciudad de México,Xochimilco,Colonia,San Lorenzo La Cebada,16001
16035,Ciudad de México,Xochimilco,Colonia,Rinconada Coapa,16001
16036,Ciudad de México,Xochimilco,Equipamiento,Mercado de Flores Plantas y Hortalizas,16001
16038,Ciudad de México,Xochimilco,Colonia,Ampliación San Marcos Norte,16001
16040,Ciudad de México,Xochimilco,Barrio,La Asunción,16001
16040,Ciudad de México,Xochimilco,Barrio,San Lorenzo,16001
16050,Ciudad de México,Xochimilco,Colonia,Jardines del Sur,16001
16050,Ciudad de México,Xochimilco,Barrio,San Marcos,16001
16050,Ciudad de México,Xochimilco,Colonia,Tierra Nueva,16001
16059,Ciudad de México,Xochimilco,Colonia,"Pblo. Stgo.Tepalcatlalpan, U. H. Rinconada del Sur",16001
16060,Ciudad de México,Xochimilco,Colonia,El Mirador,16001
16070,Ciudad de México,Xochimilco,Barrio,Belén,16001
16070,Ciudad de México,Xochimilco,Barrio,El Rosario,16001
16070,Ciudad de México,Xochimilco,Barrio,La Guadalupita,16001
16070,Ciudad de México,Xochimilco,Barrio,Santa Crucita,16001
16080,Ciudad de México,Xochimilco,Barrio,La Santísima,16001
16080,Ciudad de México,Xochimilco,Barrio,San Cristóbal,16001
16080,Ciudad de México,Xochimilco,Barrio,San Diego,16001
16080,Ciudad de México,Xochimilco,Barrio,San Esteban,16001
16090,Ciudad de México,Xochimilco,Barrio,San Pedro,16001
16090,Ciudad de México,Xochimilco,Colonia,Tablas de San Lorenzo,16001
16090,Ciudad de México,Xochimilco,Barrio,Xaltocan,16001
16100,Ciudad de México,Xochimilco,Pueblo,Santa Cruz Xochitepec,16001
16200,Ciudad de México,Xochimilco,Pueblo,Santiago Tepalcatlalpan,16001
16210,Ciudad de México,Xochimilco,Colonia,La Concha,16001
16300,Ciudad de México,Xochimilco,Pueblo,San Lucas Xochimanca,16001
16310,Ciudad de México,Xochimilco,Colonia,La Cañada,16001
16320,Ciudad de México,Xochimilco,Colonia,San Lucas Oriente,16001
16340,Ciudad de México,Xochimilco,Colonia,Texmic,16001
16400,Ciudad de México,Xochimilco,Pueblo,San Lorenzo Atemoaya,16001
16410,Ciudad de México,Xochimilco,Colonia,Lomas de Tonalco,16001
16420,Ciudad de México,Xochimilco,Colonia,San Jerónimo,16001
16428,Ciudad de México,Xochimilco,Colonia,El Jazmín,16001
16429,Ciudad de México,Xochimilco,Colonia,Rancho Tejomulco,16001
16430,Ciudad de México,Xochimilco,Colonia,Xochipilli,16001
16440,Ciudad de México,Xochimilco,Colonia,Año de Juárez,16001
14470,Ciudad de México,Tlalpan,Colonia,Plan de Ayala,14091
14476,Ciudad de México,Tlalpan,Colonia,La Palma,14091
14479,Ciudad de México,Tlalpan,Colonia,Viveros Coatectlán,14091
14480,Ciudad de México,Tlalpan,Pueblo,La Magdalena Petlacalco,14091
14490,Ciudad de México,Tlalpan,Pueblo,San Miguel Xicalco,14091
14500,Ciudad de México,Tlalpan,Pueblo,San Miguel Topilejo,14091
14600,Ciudad de México,Tlalpan,Colonia,Valle Escondido,14091
14608,Ciudad de México,Tlalpan,Colonia,Colinas del Bosque,14091
14609,Ciudad de México,Tlalpan,Colonia,Las Tórtolas,14091
14610,Ciudad de México,Tlalpan,Colonia,Arenal Tepepan,14091
14620,Ciudad de México,Tlalpan,Colonia,Club de Golf México,14091
14629,Ciudad de México,Tlalpan,Colonia,San Buenaventura,14091
14630,Ciudad de México,Tlalpan,Pueblo,Chimalcoyoc,14091
14630,Ciudad de México,Tlalpan,Colonia,Villa Tlalpan,14091
14640,Ciudad de México,Tlalpan,Colonia,Ejidos de San Pedro Mártir,14091
14643,Ciudad de México,Tlalpan,Colonia,Fuentes de Tepepan,14091
14646,Ciudad de México,Tlalpan,Colonia,Valle de Tepepan,14091
14647,Ciudad de México,Tlalpan,Colonia,Juventud Unida,14091
14647,Ciudad de México,Tlalpan,Colonia,Movimiento Organizado de Tlalpan,14091
14647,Ciudad de México,Tlalpan,Colonia,Rinconada El Mirador,14091
14650,Ciudad de México,Tlalpan,Pueblo,San Pedro Mártir,14091
14653,Ciudad de México,Tlalpan,Colonia,Heróico Colegio Militar,14091
14657,Ciudad de México,Tlalpan,Colonia,Tlalmille,14091
14658,Ciudad de México,Tlalpan,Colonia,Mirador del Valle,14091
14659,Ciudad de México,Tlalpan,Colonia,María Esther Zuno de Echeverría,14091
14700,Ciudad de México,Tlalpan,Pueblo,San Miguel Ajusco,14201
14710,Ciudad de México,Tlalpan,Pueblo,Santo Tomas Ajusco,14201
14720,Ciudad de México,Tlalpan,Colonia,Belvedere Ajusco,14201
14730,Ciudad de México,Tlalpan,Colonia,Lomas de Cuilotepec,14201
14735,Ciudad de México,Tlalpan,Campamento,Lomas de Tepemecatl,14201
14737,Ciudad de México,Tlalpan,Colonia,Vistas del Pedregal,14201
14738,Ciudad de México,Tlalpan,Colonia,Bosques del Pedregal,14201
14739,Ciudad de México,Tlalpan,Colonia,2 de Octubre,14201
14740,Ciudad de México,Tlalpan,Colonia,Lomas de Padierna Sur,14201
14748,Ciudad de México,Tlalpan,Colonia,Mirador I,14201
14748,Ciudad de México,Tlalpan,Colonia,Mirador II,14201
14749,Ciudad de México,Tlalpan,Colonia,Chimilli,14201
14760,Ciudad de México,Tlalpan,Colonia,Héroes de 1910,14201
14900,Ciudad de México,Tlalpan,Pueblo,Parres El Guarda,14091
15000,Ciudad de México,Venustiano Carranza,Colonia,General Ignacio Zaragoza,15001
15010,Ciudad de México,Venustiano Carranza,Colonia,Valentín Gómez Farias,15001
15020,Ciudad de México,Venustiano Carranza,Colonia,Puebla,15001
15100,Ciudad de México,Venustiano Carranza,Colonia,Zona Centro,15001
15200,Ciudad de México,Venustiano Carranza,Colonia,Janitzio,15001
15210,Ciudad de México,Venustiano Carranza,Colonia,Valle Gómez,15001
15220,Ciudad de México,Venustiano Carranza,Colonia,Nicolás Bravo,15001
15220,Ciudad de México,Venustiano Carranza,Colonia,Popular Rastro,15001
15230,Ciudad de México,Venustiano Carranza,Colonia,Emilio Carranza,15001
15240,Ciudad de México,Venustiano Carranza,Colonia,Michoacana,15001
15250,Ciudad de México,Venustiano Carranza,Colonia,Ampliación Michoacana,15001
15260,Ciudad de México,Venustiano Carranza,Colonia,Ampliación 20 de Noviembre,15001
15270,Ciudad de México,Venustiano Carranza,Colonia,Morelos,15001
15280,Ciudad de México,Venustiano Carranza,Colonia,Penitenciaria,15001
4620,Ciudad de México,Coyoacán,Pueblo,San Pablo Tepetlapa,4331
4630,Ciudad de México,Coyoacán,Colonia,Adolfo Ruiz Cortínes,4331
4640,Ciudad de México,Coyoacán,Colonia,El Reloj,4331
4650,Ciudad de México,Coyoacán,Pueblo,Santa Úrsula Coapa,4331
4660,Ciudad de México,Coyoacán,Colonia,Joyas del Pedregal,4331
4700,Ciudad de México,Coyoacán,Colonia,Pedregal de Carrasco,4331
4710,Ciudad de México,Coyoacán,Colonia,Olímpica,4331
4730,Ciudad de México,Coyoacán,Colonia,Cantil del Pedregal,4331
4730,Ciudad de México,Coyoacán,Colonia,Bosques de Tetlameya,4331
4739,Ciudad de México,Coyoacán,Colonia,El Caracol,4331
4800,Ciudad de México,Coyoacán,Colonia,Alianza Popular Revolucionaria,4831
4800,Ciudad de México,Coyoacán,Colonia,Los Cedros,4831
4810,Ciudad de México,Coyoacán,Colonia,Prados de Coyoacán,4831
4815,Ciudad de México,Coyoacán,Colonia,Emiliano Zapata,4831
4830,Ciudad de México,Coyoacán,Colonia,Los Cipreses,4831
4840,Ciudad de México,Coyoacán,Colonia,Ex-Ejido de San Pablo Tepetlapa,4831
4870,Ciudad de México,Coyoacán,Colonia,Espartaco,4831
4890,Ciudad de México,Coyoacán,Colonia,Jardines de Coyoacán,4831
4890,Ciudad de México,Coyoacán,Colonia,Los Olivos,4831
4899,Ciudad de México,Coyoacán,Colonia,El Parque de Coyoacán,4831
4909,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección VIII,4831
4909,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección IX-A,4831
4909,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección IX-B,4831
4910,Ciudad de México,Coyoacán,Colonia,Carmen Serdán,4831
4918,Ciudad de México,Coyoacán,Colonia,Cafetales,4831
4919,Ciudad de México,Coyoacán,Colonia,Emiliano Zapata Fraccionamiento Popular,4831
4920,Ciudad de México,Coyoacán,Colonia,Los Girasoles,4831
4929,Ciudad de México,Coyoacán,Colonia,Las Campanas,4831
4930,Ciudad de México,Coyoacán,Colonia,Santa Cecilia,4831
4938,Ciudad de México,Coyoacán,Colonia,Campestre Coyoacán,4831
4939,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección X,4831
4940,Ciudad de México,Coyoacán,Colonia,Los Sauces,4831
4950,Ciudad de México,Coyoacán,Colonia,El Mirador,4831
4960,Ciudad de México,Coyoacán,Colonia,Villa Quietud,4831
4970,Ciudad de México,Coyoacán,Colonia,Haciendas de Coyoacán,4831
4980,Ciudad de México,Coyoacán,Colonia,Ex-Ejido de Santa Úrsula Coapa,4831
4980,Ciudad de México,Coyoacán,Colonia,Ex-Hacienda Coapa,4831
4980,Ciudad de México,Coyoacán,Colonia,Viejo Ejido de Santa Úrsula Coapa,4831
5000,Ciudad de México,Cuajimalpa de Morelos,Colonia,Cuajimalpa,5501
5010,Ciudad de México,Cuajimalpa de Morelos,Colonia,Zentlapatl,5501
5020,Ciudad de México,Cuajimalpa de Morelos,Colonia,Loma del Padre,5501
5030,Ciudad de México,Cuajimalpa de Morelos,Colonia,San Pedro,5501
5030,Ciudad de México,Cuajimalpa de Morelos,Colonia,La Manzanita,5501
5050,Ciudad de México,Cuajimalpa de Morelos,Pueblo,San Pablo Chimalpa,5501
5100,Ciudad de México,Cuajimalpa de Morelos,Colonia,Lomas de Vista Hermosa,5501
5110,Ciudad de México,Cuajimalpa de Morelos,Colonia,Cooperativa Palo Alto,5501
5118,Ciudad de México,Cuajimalpa de Morelos,Colonia,Granjas Palo Alto,5501
5119,Ciudad de México,Cuajimalpa de Morelos,Colonia,Campestre Palo Alto,5501
5120,Ciudad de México,Cuajimalpa de Morelos,Colonia,Bosques de las Lomas,5501
5129,Ciudad de México,Cuajimalpa de Morelos,Colonia,Lomas del Chamizal,5501
5200,Ciudad de México,Cuajimalpa de Morelos,Colonia,San José de los Cedros,5501
5219,Ciudad de México,Cuajimalpa de Morelos,Colonia,Granjas Navidad,5501
5220,Ciudad de México,Cuajimalpa de Morelos,Colonia,Tepetongo,5501
5230,Ciudad de México,Cuajimalpa de Morelos,Colonia,El Ébano,5501
5240,Ciudad de México,Cuajimalpa de Morelos,Colonia,El Molino,5501
1619,Ciudad de México,Álvaro Obregón,Colonia,Rinconada de Tarango,1401
1620,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Tarango,1401
1630,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Puerta Grande,1401
1630,Ciudad de México,Álvaro Obregón,Colonia,Puerta Grande,1401
1630,Ciudad de México,Álvaro Obregón,Colonia,Los Juristas,1401
1640,Ciudad de México,Álvaro Obregón,Colonia,Herón Proal,1401
1645,Ciudad de México,Álvaro Obregón,Colonia,Ponciano Arriaga,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,La Milagrosa,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,Palmas Axotitla,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,Tlacuitlapa,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,Ampliación Tlacuitlapa,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,2o Reacomodo Tlacuitlapa,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,El Ruedo,1401
1650,Ciudad de México,Álvaro Obregón,Colonia,Santa Lucía Chantepec,1401
1700,Ciudad de México,Álvaro Obregón,Colonia,La Joyita del Pueblo Tetelpan,1001
1700,Ciudad de México,Álvaro Obregón,Colonia,Ocotillos del Pueblo Tetelpan,1001
1700,Ciudad de México,Álvaro Obregón,Colonia,San Agustín del Pueblo Tetelpan,1001
1700,Ciudad de México,Álvaro Obregón,Colonia,2a Del Moral del Pueblo Tetelpan,1001
1700,Ciudad de México,Álvaro Obregón,Colonia,Tecalcapa del Pueblo Tetelpan,1001
1700,Ciudad de México,Álvaro Obregón,Pueblo,Tetelpan,1001
1708,Ciudad de México,Álvaro Obregón,Colonia,El Encino del Pueblo Tetelpan,1001
1708,Ciudad de México,Álvaro Obregón,Colonia,El Mirador del Pueblo Tetelpan,1001
1710,Ciudad de México,Álvaro Obregón,Colonia,Las Águilas,1001
1710,Ciudad de México,Álvaro Obregón,Colonia,Ampliación Alpes,1001
1720,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Guadalupe,1001
1729,Ciudad de México,Álvaro Obregón,Colonia,Alcantarilla,1001
1730,Ciudad de México,Álvaro Obregón,Colonia,Lomas de las Águilas,1001
1730,Ciudad de México,Álvaro Obregón,Colonia,Puente Colorado,1001
1740,Ciudad de México,Álvaro Obregón,Colonia,La Peñita del Pueblo Tetelpan,1001
1740,Ciudad de México,Álvaro Obregón,Colonia,San Clemente Norte,1001
1740,Ciudad de México,Álvaro Obregón,Colonia,San Clemente Sur,1001
1750,Ciudad de México,Álvaro Obregón,Colonia,Las Águilas 1a Sección,1001
1750,Ciudad de México,Álvaro Obregón,Colonia,Las Águilas 2o Parque,1001
1750,Ciudad de México,Álvaro Obregón,Colonia,Las Águilas 3er Parque,1001
1759,Ciudad de México,Álvaro Obregón,Colonia,Ampliación Las Águilas,1001
1760,Ciudad de México,Álvaro Obregón,Colonia,Atlamaya,1001
1760,Ciudad de México,Álvaro Obregón,Colonia,Flor de María,1001
1760,Ciudad de México,Álvaro Obregón,Colonia,La Herradura del Pueblo Tetelpan,1001
1770,Ciudad de México,Álvaro Obregón,Colonia,La Angostura,1001
1770,Ciudad de México,Álvaro Obregón,Colonia,San José del Olivar,1001
1780,Ciudad de México,Álvaro Obregón,Colonia,Olivar de los Padres,1001
1780,Ciudad de México,Álvaro Obregón,Colonia,Tizampampano del Pueblo Tetelpan,1001
1789,Ciudad de México,Álvaro Obregón,Colonia,Miguel Hidalgo,1001
1790,Ciudad de México,Álvaro Obregón,Colonia,Lomas de los Ángeles del Pueblo Tetelpan,1001
1790,Ciudad de México,Álvaro Obregón,Colonia,Lomas de San Ángel Inn,1001
1800,Ciudad de México,Álvaro Obregón,Pueblo,San Bartolo Ameyalco,1001
1807,Ciudad de México,Álvaro Obregón,Colonia,Rancho San Francisco Pueblo San Bartolo Ameyalco,1001
1810,Ciudad de México,Álvaro Obregón,Colonia,Villa Verdún,1001
1820,Ciudad de México,Álvaro Obregón,Colonia,Lomas Axomiatla,1001
1820,Ciudad de México,Álvaro Obregón,Colonia,Ejido San Mateo,1001
1830,Ciudad de México,Álvaro Obregón,Pueblo,Santa Rosa Xochiac,1001
1840,Ciudad de México,Álvaro Obregón,Colonia,Torres de Potrero,1001
1849,Ciudad de México,Álvaro Obregón,Colonia,Rincón de la Bolsa,1001
1849,Ciudad de México,Álvaro Obregón,Colonia,Rancho del Carmen del Pueblo San Bartolo Ameyalco,1001
7500,Ciudad de México,Gustavo A. Madero,Colonia,La Pradera,7501
7509,Ciudad de México,Gustavo A. Madero,Colonia,Pradera II Sección,7501
7510,Ciudad de México,Gustavo A. Madero,Colonia,San Felipe de Jesús,7501
7520,Ciudad de México,Gustavo A. Madero,Colonia,25 de Julio,7501
7530,Ciudad de México,Gustavo A. Madero,Colonia,Campestre Aragón,7501
7540,Ciudad de México,Gustavo A. Madero,Colonia,La Esmeralda,7501
7550,Ciudad de México,Gustavo A. Madero,Colonia,Providencia,7501
7560,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Providencia,7501
7570,Ciudad de México,Gustavo A. Madero,Colonia,Villa de Aragón,7501
7580,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Casas Alemán,7501
7600,Ciudad de México,Gustavo A. Madero,Colonia,Progreso Nacional,7001
7620,Ciudad de México,Gustavo A. Madero,Colonia,Santa Rosa,7001
7630,Ciudad de México,Gustavo A. Madero,Colonia,San José de la Escalera,7001
7640,Ciudad de México,Gustavo A. Madero,Colonia,Santiago Atepetlac,7001
7650,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Progreso Nacional,7001
7670,Ciudad de México,Gustavo A. Madero,Colonia,Guadalupe Proletaria,7001
7680,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Guadalupe Proletaria,7001
7700,Ciudad de México,Gustavo A. Madero,Colonia,Nueva Industrial Vallejo,7001
7707,Ciudad de México,Gustavo A. Madero,Colonia,Siete Maravillas,7001
7708,Ciudad de México,Gustavo A. Madero,Colonia,Torres Lindavista,7001
7720,Ciudad de México,Gustavo A. Madero,Colonia,Lindavista Vallejo I Sección,7001
7730,Ciudad de México,Gustavo A. Madero,Colonia,Churubusco Tepeyac,7051
7730,Ciudad de México,Gustavo A. Madero,Colonia,Montevideo,7051
7730,Ciudad de México,Gustavo A. Madero,Colonia,San Bartolo Atepehuacan,7051
7739,Ciudad de México,Gustavo A. Madero,Colonia,Planetario Lindavista,7051
7740,Ciudad de México,Gustavo A. Madero,Colonia,Valle del Tepeyac,7051
7750,Ciudad de México,Gustavo A. Madero,Colonia,Nueva Vallejo,7001
7754,Ciudad de México,Gustavo A. Madero,Colonia,Lindavista Vallejo III Sección,7001
7755,Ciudad de México,Gustavo A. Madero,Colonia,Lindavista Vallejo II Sección,7001
7760,Ciudad de México,Gustavo A. Madero,Colonia,Magdalena de las Salinas,7001
7770,Ciudad de México,Gustavo A. Madero,Colonia,Panamericana,7001
7770,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Panamericana,7001
7780,Ciudad de México,Gustavo A. Madero,Colonia,Defensores de La República,7001
7780,Ciudad de México,Gustavo A. Madero,Colonia,Héroe de Nacozari,7001
7790,Ciudad de México,Gustavo A. Madero,Colonia,Guadalupe Victoria,7001
7790,Ciudad de México,Gustavo A. Madero,Colonia,Vallejo Poniente,7001
7800,Ciudad de México,Gustavo A. Madero,Colonia,Industrial,7001
7810,Ciudad de México,Gustavo A. Madero,Colonia,Estrella,7001
7820,Ciudad de México,Gustavo A. Madero,Colonia,Aragón Inguarán,7001
7820,Ciudad de México,Gustavo A. Madero,Colonia,Tres Estrellas,7001
7830,Ciudad de México,Gustavo A. Madero,Colonia,Gertrudis Sánchez 1a Sección,7001
7838,Ciudad de México,Gustavo A. Madero,Colonia,Gertrudis Sánchez 3a Sección,7001
7839,Ciudad de México,Gustavo A. Madero,Colonia,Gertrudis Sánchez 2a Sección,7001
7840,Ciudad de México,Gustavo A. Madero,Colonia,Guadalupe Tepeyac,7001
7840,Ciudad de México,Gustavo A. Madero,Colonia,7 de Noviembre,7001
7850,Ciudad de México,Gustavo A. Madero,Colonia,Bondojito,7001
7850,Ciudad de México,Gustavo A. Madero,Colonia,Faja de Oro,7001
7858,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Emiliano Zapata,7001
